sample_id,date,hour,city,weather,cloud_cover,humidity,temperature,precipitation,solar_altitude,outdoor_lux
305,2026-05-20,6,杭州,多云,0.3427,0.6635,15.98,0.0544,14.996,24682.2
306,2026-06-29,10,杭州,阴,0.6667,0.7836,23.77,0.1117,64.968,21086.35
307,2026-04-26,13,杭州,晴,0.0168,0.5948,26.83,0.0063,66.384,89129.62
308,2026-04-11,17,杭州,晴,0.2071,0.3912,28.06,0.0148,22.208,52583.48
309,2026-05-12,8,杭州,多云,0.2851,0.6179,19.82,0.0315,42.641,41956.81
310,2026-05-21,11,杭州,多云,0.5835,0.6231,26.39,0.0426,69.0,41331.8
311,2026-05-22,14,杭州,多云,0.3232,0.6593,29.84,0.0538,63.782,49974.64
312,2026-06-01,9,杭州,雨,0.8406,0.9004,23.07,0.5305,56.066,10297.11
313,2026-06-20,9,杭州,阴,0.7517,0.6705,23.48,0.1334,56.714,20258.71
314,2026-04-20,16,杭州,晴,0.1393,0.4621,28.19,0.0034,38.714,66639.67
315,2026-05-27,14,杭州,阴,0.6544,0.8378,25.76,0.1353,64.171,22896.18
316,2026-05-17,6,杭州,多云,0.3203,0.6011,17.58,0.0677,14.534,26831.13
317,2026-05-18,10,杭州,多云,0.4862,0.5713,20.48,0.0492,63.424,43312.08
318,2026-05-03,9,杭州,雨,0.802,0.8796,21.18,0.8277,52.9,10470.13
319,2026-04-15,17,杭州,晴,0.163,0.3097,23.76,0.0124,23.229,50015.42
320,2026-05-17,9,杭州,多云,0.5182,0.6003,22.0,0.0429,54.734,37365.89
321,2026-04-29,18,杭州,多云,0.6075,0.7782,29.04,0.0641,10.991,16091.31
322,2026-04-21,11,杭州,晴,0.1471,0.445,28.79,0.0015,65.728,77109.04
323,2026-05-13,6,杭州,晴,0.1357,0.5496,14.92,0.0177,13.858,40345.92
324,2026-06-11,7,杭州,晴,0.015,0.5912,19.03,0.0149,32.064,70823.93
325,2026-06-11,9,杭州,多云,0.455,0.7218,23.84,0.0347,56.557,43641.66
326,2026-04-07,16,杭州,雨,0.9984,0.7382,25.84,0.6277,35.821,6733.34
327,2026-06-06,16,杭州,多云,0.3482,0.6513,24.22,0.0113,45.189,41148.45
328,2026-04-02,9,杭州,晴,0.1413,0.583,22.64,0.013,47.268,76885.97
329,2026-06-05,7,杭州,雨,0.9385,0.8661,20.61,0.5129,31.736,6849.28
330,2026-07-01,9,杭州,晴,0.1721,0.3529,21.65,0.019,56.536,80608.49
331,2026-04-08,12,杭州,多云,0.5696,0.5035,29.55,0.0651,65.888,38541.68
332,2026-05-28,14,杭州,阴,0.826,0.6251,30.59,0.1633,64.241,18144.11
333,2026-04-13,16,杭州,多云,0.4373,0.6773,27.09,0.0531,37.2,38382.19
334,2026-04-22,12,杭州,多云,0.6046,0.7506,20.56,0.009,67.787,38912.56
335,2026-04-14,10,杭州,晴,0.1444,0.4139,25.24,0.0032,58.947,81533.05
336,2026-05-23,7,杭州,雨,0.9853,0.9558,20.39,0.2935,30.499,6100.31
337,2026-05-16,14,杭州,晴,0.2195,0.5135,28.12,0.0182,63.23,76595.21
338,2026-05-09,6,杭州,多云,0.6013,0.673,18.1,0.0372,13.116,18907.76
339,2026-06-18,7,杭州,晴,0.0249,0.336,15.46,0.0138,32.247,73971.82
340,2026-05-04,11,杭州,晴,0.0028,0.4629,25.03,0.0152,67.352,95199.97
341,2026-06-25,12,杭州,多云,0.4018,0.6549,27.59,0.0028,71.98,46742.4
342,2026-06-02,6,杭州,晴,0.2188,0.3646,17.12,0.0004,16.534,42641.32
343,2026-04-17,6,杭州,雨,0.9517,0.8035,20.02,0.3755,7.989,3008.89
344,2026-06-10,8,杭州,阴,0.6874,0.7873,21.84,0.1292,45.383,18822.44
345,2026-06-09,16,杭州,晴,0.0529,0.3693,26.68,0.0143,45.34,81858.34
346,2026-05-04,15,杭州,晴,0.1035,0.4287,26.23,0.013,53.048,86843.16
347,2026-04-22,15,杭州,雨,0.8029,0.7853,29.43,0.5556,51.113,10299.9
348,2026-06-27,15,杭州,多云,0.4232,0.691,29.27,0.0741,56.648,47037.9
349,2026-04-23,14,杭州,晴,0.0052,0.5823,28.72,0.0186,60.346,96052.9
350,2026-05-16,9,杭州,多云,0.4904,0.6054,20.0,0.0524,54.621,35844.36
351,2026-06-01,11,杭州,雨,0.9729,0.8211,28.16,0.4378,69.721,8945.14
352,2026-05-11,14,杭州,晴,0.0426,0.6131,28.57,0.0081,62.701,85518.51
353,2026-06-17,17,杭州,雨,0.9542,0.8536,23.36,0.7367,32.234,6867.56
354,2026-04-14,12,杭州,雨,0.8728,0.8225,24.23,0.7805,66.726,10559.5
355,2026-04-03,16,杭州,晴,0.2053,0.6168,23.52,0.0024,34.867,65131.11
356,2026-04-27,17,杭州,晴,0.2144,0.4474,25.14,0.0044,26.039,53468.75
357,2026-04-30,12,杭州,晴,0.1384,0.5623,30.33,0.0004,68.764,81786.14
358,2026-04-29,6,杭州,晴,0.1055,0.5531,18.57,0.014,10.991,36645.1
359,2026-06-13,12,杭州,晴,0.1423,0.4129,28.18,0.0154,71.918,87911.58
360,2026-06-06,10,杭州,晴,0.0609,0.5132,24.05,0.0173,64.744,93445.91
361,2026-05-13,11,杭州,晴,0.1195,0.4936,25.16,0.0174,68.3,91305.85
362,2026-06-11,8,杭州,晴,0.1947,0.4228,20.15,0.0074,45.422,72213.6
363,2026-06-02,18,杭州,晴,0.0667,0.6167,22.41,0.0096,16.534,46123.66
364,2026-04-02,16,杭州,多云,0.3275,0.5695,27.68,0.0444,34.624,39811.77
365,2026-05-14,14,杭州,多云,0.5014,0.6616,28.88,0.028,63.026,43881.85
366,2026-05-20,10,杭州,阴,0.7654,0.7149,24.61,0.1483,63.608,20247.86
367,2026-04-04,10,杭州,雨,0.8371,0.834,25.65,0.3986,57.266,10550.96
368,2026-04-07,13,杭州,多云,0.3724,0.7639,31.97,0.0246,63.724,43368.87
369,2026-04-27,8,杭州,雨,0.8275,0.7596,16.37,0.8481,40.112,8767.27
370,2026-04-01,10,杭州,阴,0.7047,0.7489,24.77,0.0272,56.743,20210.8
371,2026-04-07,10,杭州,晴,0.0673,0.555,27.74,0.0133,57.782,78700.41
372,2026-07-01,18,杭州,多云,0.3809,0.4705,21.26,0.0033,17.073,26170.58
373,2026-04-05,15,杭州,晴,0.1938,0.5484,25.38,0.0159,47.883,75551.57
374,2026-06-16,14,杭州,晴,0.1123,0.5872,25.69,0.0046,65.031,80237.69
375,2026-04-16,17,杭州,雨,0.9832,0.7212,22.38,0.3436,23.478,5383.44
376,2026-05-29,18,杭州,晴,0.0122,0.3807,27.32,0.0031,16.143,48881.64
377,2026-06-15,17,杭州,阴,0.8512,0.7378,21.82,0.0353,32.195,12645.57
378,2026-06-08,12,杭州,晴,0.1368,0.4117,28.93,0.0117,71.785,85341.85
379,2026-04-23,15,杭州,晴,0.1921,0.4779,27.61,0.012,51.286,76528.82
380,2026-05-22,17,杭州,晴,0.1552,0.4218,24.19,0.0116,30.374,61640.0
381,2026-06-21,7,杭州,晴,0.0029,0.5627,17.74,0.0133,32.26,66710.47
382,2026-05-14,15,杭州,晴,0.0822,0.4777,30.05,0.0043,54.386,88587.7
383,2026-05-03,7,杭州,晴,0.0578,0.517,15.29,0.0082,27.282,64789.2
384,2026-06-24,7,杭州,阴,0.7058,0.7582,19.81,0.1016,32.233,14202.68
385,2026-05-13,10,杭州,阴,0.6761,0.7945,21.48,0.1374,62.92,21691.44
386,2026-06-14,6,杭州,晴,0.1192,0.4769,20.53,0.0092,17.251,46805.87
387,2026-05-09,6,杭州,雨,0.7802,0.772,19.44,0.8476,13.116,5479.17
388,2026-05-12,11,杭州,多云,0.4122,0.7623,27.13,0.051,68.203,44982.44
389,2026-05-07,7,杭州,阴,0.8084,0.6942,23.13,0.1756,28.043,12957.39
390,2026-05-31,8,杭州,阴,0.824,0.7303,23.38,0.0442,44.784,16491.38
391,2026-05-11,12,杭州,阴,0.8432,0.6368,21.88,0.1274,69.936,18501.88
392,2026-06-30,17,杭州,晴,0.1632,0.4938,25.08,0.0012,32.059,59131.4
393,2026-05-01,7,杭州,晴,0.0111,0.5203,23.32,0.0187,26.881,61945.82
394,2026-05-27,8,杭州,多云,0.4795,0.6552,21.49,0.0229,44.44,37895.0
395,2026-06-13,14,杭州,晴,0.0053,0.5302,25.19,0.0123,64.976,93746.23
396,2026-05-14,8,杭州,晴,0.0647,0.313,22.21,0.0035,42.925,74767.09
397,2026-06-29,9,杭州,多云,0.6127,0.5115,27.22,0.03,56.599,37680.79
398,2026-05-06,9,杭州,晴,0.1613,0.6038,21.84,0.0127,53.337,76265.66
399,2026-06-15,16,杭州,多云,0.2922,0.655,29.26,0.0494,45.539,44293.69
400,2026-06-14,16,杭州,雨,0.9467,0.7596,24.32,0.4344,45.515,7864.14
401,2026-05-04,17,杭州,晴,0.0039,0.5705,21.98,0.0066,27.478,62174.13
402,2026-05-10,18,杭州,晴,0.0714,0.3319,19.58,0.0197,13.308,42283.84
403,2026-05-15,10,杭州,雨,0.9306,0.9015,27.21,0.816,63.129,8853.02
404,2026-05-25,14,杭州,雨,0.9252,0.8202,29.08,0.5525,64.023,9915.84
405,2026-05-18,16,杭州,晴,0.1912,0.5788,26.25,0.0166,43.454,68086.1
406,2026-05-11,15,杭州,多云,0.2807,0.5166,27.74,0.0623,54.013,46969.45
407,2026-05-27,17,杭州,阴,0.7619,0.8527,22.01,0.1475,30.955,14769.68
408,2026-06-02,14,杭州,晴,0.0484,0.4364,29.05,0.0135,64.548,90364.89
409,2026-05-19,9,杭州,阴,0.8125,0.8198,27.84,0.154,54.951,17428.09
410,2026-05-17,17,杭州,阴,0.836,0.8661,27.69,0.1177,29.693,13267.16
411,2026-06-15,12,杭州,阴,0.8612,0.5812,29.75,0.0701,71.954,17454.73
412,2026-06-11,16,杭州,晴,0.006,0.3831,28.7,0.0136,45.422,82508.49
413,2026-04-01,13,杭州,多云,0.4621,0.4588,23.65,0.0061,62.81,46339.05
414,2026-05-26,18,杭州,晴,0.1169,0.5074,24.53,0.0183,15.802,41259.49
415,2026-05-02,6,杭州,多云,0.5008,0.5873,18.54,0.0296,11.667,17822.33
416,2026-05-20,17,杭州,阴,0.8725,0.748,23.09,0.1403,30.114,12995.61
417,2026-05-15,12,杭州,晴,0.1725,0.5589,28.94,0.0073,70.306,87386.87
418,2026-04-04,13,杭州,晴,0.1973,0.5955,30.09,0.0143,63.27,78294.06
419,2026-05-04,17,杭州,多云,0.4686,0.6027,26.81,0.0095,27.478,30624.13
420,2026-05-26,18,杭州,阴,0.6739,0.7625,24.95,0.0872,15.802,11638.21
421,2026-05-17,12,杭州,晴,0.165,0.4686,21.78,0.016,70.479,81883.55
422,2026-05-06,16,杭州,晴,0.0315,0.399,26.5,0.0023,41.711,77875.07
423,2026-05-04,15,杭州,多云,0.4258,0.4621,29.64,0.0657,53.048,42181.59
424,2026-06-03,18,杭州,晴,0.1787,0.2861,21.44,0.0163,16.62,45586.31
425,2026-04-14,16,杭州,晴,0.113,0.3707,31.06,0.0006,37.423,70579.21
426,2026-06-21,11,杭州,阴,0.6715,0.6684,23.46,0.0957,70.245,23792.95
427,2026-04-29,8,杭州,多云,0.549,0.6502,20.32,0.0627,40.487,34075.1
428,2026-05-22,8,杭州,晴,0.1411,0.6159,23.21,0.0031,43.927,70575.05
429,2026-04-02,16,杭州,晴,0.127,0.3095,23.19,0.0161,34.624,71282.13
430,2026-05-03,17,杭州,晴,0.1321,0.3288,25.73,0.0149,27.282,61658.96
431,2026-06-14,18,杭州,阴,0.8133,0.7097,23.64,0.1516,17.251,9592.06
432,2026-06-02,9,杭州,阴,0.72,0.7241,22.15,0.1331,56.13,19232.52
433,2026-06-20,18,杭州,雨,0.8694,0.8208,24.43,0.7532,17.349,5212.01
434,2026-04-12,10,杭州,阴,0.8513,0.6105,28.03,0.0158,58.62,17835.29
435,2026-05-31,18,杭州,晴,0.0024,0.5689,25.82,0.0191,16.348,47747.69
436,2026-05-25,11,杭州,晴,0.0947,0.3011,28.43,0.0,69.296,88422.57
437,2026-05-08,13,杭州,晴,0.0898,0.3303,28.72,0.0039,67.793,90483.01
438,2026-04-11,18,杭州,晴,0.1738,0.3461,25.51,0.0181,6.333,26196.81
439,2026-06-16,9,杭州,晴,0.1784,0.5938,21.51,0.0107,56.678,75994.28
440,2026-05-21,8,杭州,多云,0.3264,0.5615,18.97,0.0159,43.814,41187.01
441,2026-06-20,16,杭州,多云,0.2891,0.47,29.19,0.0736,45.598,45222.02
442,2026-06-09,17,杭州,晴,0.0481,0.4196,28.41,0.0024,31.972,72057.74
443,2026-05-27,18,杭州,阴,0.7895,0.753,28.95,0.1597,15.92,9377.96
444,2026-04-24,14,杭州,雨,0.9982,0.8057,25.08,0.8151,60.493,8401.94
445,2026-04-17,14,杭州,阴,0.7466,0.6533,29.46,0.062,59.427,20085.38
446,2026-04-25,14,杭州,雨,0.9418,0.782,29.26,0.5247,60.639,9363.98
447,2026-04-08,14,杭州,晴,0.1371,0.5576,27.75,0.0054,57.952,79826.09
448,2026-05-05,17,杭州,晴,0.029,0.4414,24.76,0.0056,27.67,63457.66
449,2026-06-03,13,杭州,多云,0.3463,0.6243,22.89,0.0628,69.82,49698.99
450,2026-04-27,13,杭州,晴,0.0621,0.4172,29.29,0.0031,66.511,86909.68
451,2026-05-13,9,杭州,晴,0.0352,0.6156,24.24,0.0129,54.265,83853.37
452,2026-06-20,9,杭州,雨,0.8599,0.8374,22.3,0.4441,56.714,9566.47
453,2026-05-28,11,杭州,晴,0.132,0.4762,26.32,0.0001,69.493,86702.98
454,2026-06-03,12,杭州,阴,0.748,0.7566,28.5,0.0596,71.589,20413.91
455,2026-04-13,12,杭州,晴,0.1062,0.4097,28.3,0.0142,66.589,83657.51
456,2026-06-21,9,杭州,晴,0.0557,0.2849,26.14,0.0102,56.715,90061.98
457,2026-04-03,12,杭州,晴,0.1466,0.4331,29.57,0.0193,65.168,76634.17
458,2026-05-01,15,杭州,雨,0.9013,0.937,23.94,0.7296,52.596,9360.22
459,2026-06-25,7,杭州,晴,0.2053,0.3552,18.66,0.0157,32.215,61316.6
460,2026-04-28,12,杭州,晴,0.0979,0.2898,27.66,0.0081,68.528,91239.81
461,2026-06-01,13,杭州,多云,0.3741,0.7077,30.04,0.0379,69.721,48472.11
462,2026-04-25,14,杭州,阴,0.8854,0.6865,29.3,0.0719,60.639,18485.78
463,2026-04-05,10,杭州,晴,0.211,0.401,29.32,0.002,57.439,74042.72
464,2026-06-09,15,杭州,晴,0.1268,0.5389,27.15,0.0102,56.485,80796.06
465,2026-05-25,7,杭州,雨,0.8176,0.9052,14.37,0.2254,30.735,7921.1
466,2026-05-20,18,杭州,晴,0.1871,0.5523,24.96,0.0152,14.996,39087.53
467,2026-04-23,7,杭州,晴,0.1109,0.3664,13.9,0.0008,25.148,57894.32
468,2026-05-31,11,杭州,雨,0.7895,0.7459,22.94,0.5187,69.668,12101.92
469,2026-06-25,6,杭州,多云,0.3532,0.6905,16.42,0.0081,17.297,26610.91
470,2026-06-24,12,杭州,阴,0.8385,0.7558,26.46,0.045,71.988,18018.04
471,2026-05-31,6,杭州,晴,0.0051,0.4279,20.41,0.012,16.348,50329.25
472,2026-05-06,6,杭州,晴,0.1044,0.3035,22.8,0.0035,12.518,41386.24
473,2026-06-10,15,杭州,晴,0.1931,0.4838,25.37,0.0148,56.522,78980.6
474,2026-04-01,15,杭州,多云,0.3821,0.5229,24.69,0.0072,47.061,43914.17
475,2026-06-25,17,杭州,晴,0.1081,0.4618,26.85,0.0192,32.215,63941.91
476,2026-04-11,11,杭州,晴,0.09,0.593,23.68,0.0036,64.317,77981.54
477,2026-04-23,6,杭州,阴,0.7151,0.7424,12.5,0.1426,9.546,8692.04
478,2026-06-03,15,杭州,阴,0.669,0.6626,26.91,0.1051,56.19,21353.02
479,2026-06-01,18,杭州,晴,0.0964,0.3698,26.99,0.0099,16.443,44800.61
480,2026-05-22,13,杭州,多云,0.4446,0.637,32.41,0.0508,69.078,44374.89
481,2026-04-06,18,杭州,阴,0.7074,0.6572,21.88,0.0472,4.889,6357.77
482,2026-05-09,15,杭州,阴,0.7898,0.6407,32.5,0.0011,53.751,19894.88
483,2026-04-26,7,杭州,晴,0.1731,0.3104,17.81,0.0137,25.821,54446.04
484,2026-06-09,6,杭州,晴,0.1314,0.333,18.57,0.0191,17.037,48713.43
485,2026-06-04,9,杭州,晴,0.1211,0.2936,20.13,0.0076,56.248,84550.48
486,2026-05-08,16,杭州,多云,0.4394,0.7718,27.99,0.0297,42.034,38996.95
487,2026-06-01,15,杭州,雨,0.8702,0.8454,26.22,0.6232,56.066,9914.35
488,2026-06-22,14,杭州,阴,0.8467,0.583,31.46,0.0814,65.064,18068.35
489,2026-04-08,14,杭州,晴,0.1691,0.4947,27.73,0.0158,57.952,85225.67
490,2026-06-18,15,杭州,多云,0.2958,0.602,23.82,0.0027,56.702,49778.02
491,2026-04-18,16,杭州,多云,0.5211,0.6819,26.83,0.0709,38.293,34929.93
492,2026-05-27,7,杭州,雨,0.8361,0.8493,13.83,0.3536,30.955,7111.6
493,2026-06-01,11,杭州,晴,0.0374,0.5372,26.74,0.0013,69.721,103758.55
494,2026-05-13,16,杭州,晴,0.0429,0.3897,29.3,0.0139,42.785,76535.23
495,2026-06-10,9,杭州,多云,0.4574,0.4789,24.11,0.0664,56.522,44285.8
496,2026-05-15,17,杭州,晴,0.0668,0.5127,28.25,0.0012,29.394,63205.78
497,2026-06-06,17,杭州,多云,0.3517,0.5333,27.27,0.0099,31.802,33439.21
498,2026-04-22,17,杭州,阴,0.8306,0.694,31.7,0.106,24.918,12316.21
499,2026-05-22,16,杭州,晴,0.1813,0.3702,26.43,0.0108,43.927,74208.68
500,2026-05-29,11,杭州,阴,0.7856,0.7612,26.65,0.029,69.553,18538.88
501,2026-05-19,18,杭州,阴,0.761,0.7442,22.81,0.0906,14.846,9544.93
502,2026-06-03,10,杭州,雨,0.8902,0.7219,20.58,0.204,64.601,10280.67
503,2026-05-31,16,杭州,多云,0.4488,0.4874,27.83,0.0175,44.784,41304.44
504,2026-05-09,7,杭州,多云,0.3781,0.6768,13.25,0.0108,28.403,31276.53
505,2026-05-16,7,杭州,阴,0.8287,0.7674,18.48,0.1309,29.545,13132.91
506,2026-06-03,18,杭州,雨,0.9284,0.9316,24.65,0.485,16.62,4961.3
507,2026-04-19,7,杭州,多云,0.4975,0.6383,18.69,0.057,24.21,27929.65
508,2026-05-12,18,杭州,多云,0.5599,0.5182,22.81,0.0071,13.679,21026.79
509,2026-05-14,11,杭州,多云,0.4134,0.634,24.62,0.0316,68.395,48808.97
510,2026-05-19,14,杭州,阴,0.7482,0.6637,30.58,0.097,63.517,19676.44
511,2026-04-22,6,杭州,晴,0.0215,0.6116,17.63,0.0114,9.294,31981.18
512,2026-06-06,8,杭州,晴,0.1505,0.42,20.09,0.0154,45.189,76090.73
513,2026-06-11,11,杭州,多云,0.3301,0.4872,25.92,0.0529,70.114,53466.0
514,2026-05-19,13,杭州,晴,0.1188,0.4344,26.44,0.0119,68.839,83952.51
515,2026-06-12,12,杭州,晴,0.0853,0.5774,29.01,0.0054,71.897,82254.91
516,2026-06-15,7,杭州,晴,0.0268,0.4342,17.39,0.0056,32.195,64221.32
517,2026-06-17,17,杭州,阴,0.7712,0.6013,25.15,0.1637,32.234,15827.41
518,2026-06-03,15,杭州,阴,0.727,0.8373,24.97,0.0545,56.19,20117.81
519,2026-05-21,17,杭州,晴,0.2033,0.5523,28.27,0.0146,30.246,61239.99
520,2026-04-21,14,杭州,多云,0.3831,0.4891,28.34,0.0546,60.046,48899.76
521,2026-04-08,10,杭州,阴,0.8086,0.7119,24.56,0.1581,57.952,18018.74
522,2026-06-05,10,杭州,雨,0.8162,0.7848,25.19,0.7411,64.699,10282.69
523,2026-05-05,8,杭州,晴,0.115,0.3025,19.91,0.0171,41.545,76864.04
524,2026-06-06,8,杭州,多云,0.5558,0.5118,19.98,0.0004,45.189,37967.16
525,2026-05-08,7,杭州,晴,0.1957,0.434,20.44,0.0179,28.225,59233.45
526,2026-06-04,9,杭州,多云,0.3897,0.6451,20.23,0.0382,56.248,46068.98
527,2026-05-12,7,杭州,多云,0.382,0.7362,19.14,0.0154,28.915,33443.32
528,2026-04-14,16,杭州,晴,0.1697,0.452,27.84,0.0108,37.423,69734.7
529,2026-06-18,14,杭州,阴,0.831,0.8696,25.23,0.0902,65.054,17862.67
530,2026-06-06,17,杭州,雨,0.8546,0.7265,26.48,0.5928,31.802,8196.69
531,2026-05-26,9,杭州,晴,0.002,0.5311,20.61,0.0138,55.617,87643.44
532,2026-05-31,10,杭州,晴,0.1638,0.284,22.53,0.0181,64.433,80842.15
533,2026-04-03,12,杭州,晴,0.0085,0.3435,28.84,0.0166,65.168,93875.82
534,2026-05-26,17,杭州,雨,0.8288,0.7906,22.56,0.7201,30.847,8068.34
535,2026-04-02,9,杭州,阴,0.7593,0.6697,22.86,0.0776,47.268,17049.28
536,2026-04-16,15,杭州,晴,0.1592,0.521,24.9,0.0142,50.03,72429.37
537,2026-06-13,10,杭州,晴,0.0888,0.5265,25.02,0.0097,64.976,84945.24
538,2026-06-08,14,杭州,多云,0.5077,0.4603,25.96,0.0023,64.824,44275.65
539,2026-04-15,7,杭州,晴,0.1685,0.5513,16.66,0.005,23.229,52318.9
540,2026-04-28,18,杭州,多云,0.5267,0.7301,26.41,0.0093,10.758,18081.69
541,2026-04-19,12,杭州,多云,0.2888,0.5375,28.33,0.0126,67.398,51844.86
542,2026-05-25,8,杭州,多云,0.4894,0.7052,19.8,0.0396,44.246,39788.4
543,2026-06-05,10,杭州,晴,0.0138,0.3853,23.08,0.0129,64.699,93957.0
544,2026-06-18,16,杭州,晴,0.1627,0.4709,30.89,0.0132,45.586,72130.34
545,2026-04-10,14,杭州,多云,0.5867,0.501,30.85,0.0686,58.288,37867.94
546,2026-05-01,6,杭州,晴,0.2195,0.4539,18.38,0.0069,11.445,37981.95
547,2026-05-14,14,杭州,晴,0.1533,0.4263,26.51,0.0039,63.026,83367.67
548,2026-05-16,14,杭州,多云,0.4235,0.6419,26.61,0.0427,63.23,42790.6
549,2026-05-09,17,杭州,多云,0.3586,0.7336,25.36,0.0531,28.403,34881.03
550,2026-04-11,16,杭州,多云,0.4168,0.6406,27.13,0.0367,36.748,37165.34
551,2026-04-26,11,杭州,晴,0.0765,0.5902,26.26,0.0137,66.384,88349.06
552,2026-05-17,17,杭州,晴,0.2107,0.5179,22.93,0.0003,29.693,64625.13
553,2026-05-10,13,杭州,阴,0.8981,0.7655,27.58,0.0883,68.002,15823.2
554,2026-05-24,16,杭州,多云,0.3784,0.5537,29.57,0.0297,44.143,37814.82
555,2026-06-04,18,杭州,晴,0.038,0.288,21.36,0.0025,16.701,53334.66
556,2026-05-01,18,杭州,晴,0.1808,0.2921,27.83,0.0168,11.445,34444.96
557,2026-06-12,8,杭州,晴,0.1863,0.3387,22.11,0.0148,45.457,72823.16
558,2026-05-06,9,杭州,晴,0.1863,0.5844,21.67,0.0121,53.337,72494.35
559,2026-05-13,17,杭州,晴,0.0183,0.3328,27.3,0.0143,29.078,66099.51
560,2026-05-01,12,杭州,多云,0.3353,0.5124,27.18,0.0138,68.879,51660.55
561,2026-04-12,18,杭州,晴,0.1042,0.502,20.53,0.0182,6.615,25697.44
562,2026-05-10,17,杭州,多云,0.3309,0.6407,30.13,0.0744,28.577,34108.05
563,2026-05-18,16,杭州,雨,0.8261,0.8719,28.47,0.7213,43.454,9634.72
564,2026-05-29,15,杭州,多云,0.3293,0.7005,27.4,0.0267,55.856,44939.17
565,2026-07-01,8,杭州,阴,0.8157,0.6262,18.33,0.0518,45.388,16926.71
566,2026-06-18,11,杭州,晴,0.1181,0.6115,24.98,0.0062,70.233,84601.07
567,2026-05-18,17,杭州,雨,0.9993,0.8372,18.04,0.2213,29.838,6208.07
568,2026-04-14,18,杭州,阴,0.8911,0.7337,25.26,0.0423,7.172,5539.02
569,2026-04-29,10,杭州,多云,0.3641,0.5581,21.02,0.0325,61.203,51200.79
570,2026-06-06,11,杭州,晴,0.135,0.588,28.87,0.0148,69.949,81012.09
571,2026-06-23,7,杭州,晴,0.1068,0.6012,19.87,0.0022,32.246,67986.63
572,2026-05-06,9,杭州,阴,0.6717,0.7444,23.08,0.0521,53.337,20598.86
573,2026-06-11,17,杭州,晴,0.1488,0.4723,24.38,0.0118,32.064,59319.49
574,2026-04-05,11,杭州,晴,0.1183,0.3442,23.82,0.0086,63.422,87354.57
575,2026-06-19,11,杭州,多云,0.5716,0.624,28.65,0.0727,70.24,42103.84
576,2026-06-28,18,杭州,晴,0.125,0.2863,23.66,0.0065,17.207,46195.46
577,2026-04-12,17,杭州,多云,0.4359,0.5392,26.34,0.0368,22.467,28674.86
578,2026-06-25,13,杭州,多云,0.5955,0.6083,30.08,0.0171,70.223,38684.86
579,2026-04-30,6,杭州,多云,0.4821,0.599,16.43,0.067,11.22,17273.12
580,2026-07-01,10,杭州,多云,0.5171,0.608,24.66,0.0059,64.914,42471.05
581,2026-04-20,17,杭州,晴,0.0718,0.3594,25.34,0.0084,24.448,58826.46
582,2026-04-07,10,杭州,晴,0.0787,0.4033,24.84,0.0081,57.782,88678.18
583,2026-05-05,6,杭州,阴,0.7104,0.8191,18.76,0.1127,12.311,9521.93
584,2026-05-16,17,杭州,阴,0.6939,0.7453,23.37,0.0961,29.545,14912.02
585,2026-05-11,16,杭州,多云,0.293,0.6952,28.31,0.0027,42.494,40248.12
586,2026-06-23,10,杭州,阴,0.8277,0.7602,26.54,0.116,65.059,18767.9
587,2026-05-31,11,杭州,多云,0.3305,0.5686,27.48,0.0279,69.668,49039.49
588,2026-06-06,13,杭州,多云,0.5305,0.6311,30.85,0.0644,69.949,40085.88
589,2026-05-30,13,杭州,雨,0.9379,0.7988,27.65,0.4696,69.612,8976.71
590,2026-05-22,8,杭州,多云,0.5863,0.5542,23.52,0.0404,43.927,32371.53
591,2026-05-26,8,杭州,雨,0.953,0.9237,17.85,0.7676,44.344,7675.47
592,2026-06-07,13,杭州,阴,0.6708,0.719,29.64,0.0323,69.987,20693.69
593,2026-04-23,6,杭州,多云,0.348,0.653,16.03,0.0757,9.546,18120.62
594,2026-05-09,11,杭州,阴,0.7111,0.6939,27.8,0.119,67.898,22508.45
595,2026-06-18,14,杭州,多云,0.4657,0.5112,31.66,0.0199,65.054,42425.97
596,2026-04-02,7,杭州,多云,0.5034,0.5535,17.56,0.052,19.789,23452.28
597,2026-06-15,16,杭州,晴,0.0959,0.2862,24.66,0.0142,45.539,76001.26
598,2026-04-18,10,杭州,阴,0.8303,0.8232,23.17,0.0113,59.584,16865.28
599,2026-05-26,14,杭州,多云,0.5119,0.6189,29.54,0.0047,64.098,42130.59
600,2026-05-11,15,杭州,多云,0.5639,0.6407,26.2,0.0002,54.013,39809.26
601,2026-06-09,14,杭州,晴,0.0017,0.4405,28.84,0.0069,64.86,90557.37
602,2026-04-13,17,杭州,阴,0.8275,0.7279,19.82,0.014,22.723,11440.64
603,2026-05-10,8,杭州,晴,0.0427,0.5484,21.94,0.0145,42.344,78401.67
604,2026-05-18,12,杭州,多云,0.471,0.5509,29.34,0.0228,70.562,44002.6
605,2026-06-20,9,杭州,晴,0.1304,0.6078,24.98,0.0052,56.714,79272.42
606,2026-06-26,13,杭州,晴,0.1152,0.6041,23.33,0.002,70.211,91937.82
607,2026-06-19,15,杭州,多云,0.5785,0.4664,26.33,0.0021,56.71,34428.24
608,2026-05-21,10,杭州,晴,0.0873,0.5406,29.64,0.0095,63.696,85331.13
609,2026-04-13,17,杭州,晴,0.1894,0.5823,27.62,0.0155,22.723,48420.12
