sample_id,date,hour,city,weather,cloud_cover,humidity,temperature,precipitation,solar_altitude,outdoor_lux,wavelength_380,wavelength_390,wavelength_400,wavelength_410,wavelength_420,wavelength_430,wavelength_440,wavelength_450,wavelength_460,wavelength_470,wavelength_480,wavelength_490,wavelength_500,wavelength_510,wavelength_520,wavelength_530,wavelength_540,wavelength_550,wavelength_560,wavelength_570,wavelength_580,wavelength_590,wavelength_600,wavelength_610,wavelength_620,wavelength_630,wavelength_640,wavelength_650,wavelength_660,wavelength_670,wavelength_680,wavelength_690,wavelength_700,wavelength_710,wavelength_720,wavelength_730,wavelength_740,wavelength_750,wavelength_760,wavelength_770,wavelength_780,scene,target_lux,recommended_channel_1,recommended_channel_2,recommended_channel_3,recommended_channel_4,recommended_channel_5,recommended_channel_6,recommended_channel_7
189,2026-06-20,17,杭州,阴,0.817,0.7794,24.99,0.1192,32.26,14392.63,0.570104,0.640333,0.73969,0.846769,0.84179,0.885492,0.895156,0.963591,0.990878,0.958297,0.9843,0.968802,0.975607,1.0,0.959353,0.951168,0.928593,0.942563,0.861614,0.881996,0.868219,0.843019,0.852444,0.847538,0.800234,0.837457,0.770918,0.78892,0.74849,0.713193,0.689962,0.675631,0.666004,0.642464,0.647856,0.63676,0.626756,0.628083,0.567751,0.521542,0.476097,阅读,400,0.7506,0.5963,0.4963,0.004,0.6601,0.4164,0.004
190,2026-04-24,9,杭州,晴,0.2073,0.3652,23.86,0.016,51.458,75578.6,0.665504,0.690593,0.735383,0.732849,0.769619,0.774745,0.797457,0.833903,0.862953,0.899737,0.93827,0.934177,0.931371,0.958469,0.972203,0.967115,0.972838,0.990901,1.0,0.968386,0.967987,0.975018,0.969783,0.987387,0.957474,0.989034,0.933531,0.906347,0.897378,0.850836,0.826975,0.799208,0.781908,0.766751,0.772418,0.753718,0.754334,0.725071,0.693016,0.661828,0.654248,学习,500,0.4775,0.3248,0.2906,0.0868,0.2838,0.0275,0.004
191,2026-05-27,7,杭州,雨,0.8267,0.8858,17.82,0.6137,30.955,7489.01,0.546801,0.643804,0.743124,0.865302,0.864958,0.889543,0.920739,0.963058,0.974843,1.0,0.976343,0.99424,0.976576,0.953222,0.956997,0.933517,0.906134,0.89385,0.868481,0.84496,0.819519,0.788159,0.791867,0.766653,0.751179,0.748228,0.745218,0.717744,0.685388,0.661727,0.657158,0.597687,0.630122,0.585929,0.58882,0.599779,0.636092,0.627846,0.551202,0.481511,0.3842,学习,500,0.894,0.6927,0.5429,0.0292,0.6424,0.4014,0.004
192,2026-04-27,14,杭州,多云,0.4585,0.4988,23.16,0.0735,60.925,44526.09,0.63613,0.706475,0.776962,0.81668,0.848414,0.862064,0.884052,0.916461,0.943783,0.952247,0.971821,0.974563,0.973449,1.0,0.983794,0.969814,0.969236,0.94529,0.938723,0.922919,0.893708,0.898742,0.879354,0.875658,0.866206,0.897389,0.83822,0.800668,0.780712,0.780124,0.759182,0.713443,0.724025,0.711072,0.695242,0.688458,0.685904,0.685055,0.640056,0.5877,0.554023,阅读,400,0.4738,0.3791,0.3305,0.004,0.4555,0.2744,0.004
193,2026-04-20,12,杭州,晴,0.0761,0.5272,27.2,0.0108,67.529,92831.38,0.695293,0.725638,0.746887,0.779179,0.784781,0.796639,0.853299,0.848786,0.900579,0.904296,0.930369,0.967949,0.94816,0.961998,0.978451,0.978533,1.0,0.988255,0.995222,0.966095,0.947906,0.952511,0.936976,0.966061,0.934243,0.928505,0.924726,0.891275,0.851361,0.847923,0.783169,0.762555,0.745962,0.746081,0.736623,0.714802,0.707,0.694199,0.685011,0.648956,0.66068,阅读,400,0.1543,0.1168,0.0978,0.004,0.1443,0.0584,0.004
194,2026-04-03,12,杭州,晴,0.1007,0.5689,25.89,0.016,65.168,82620.19,0.685172,0.70565,0.734759,0.76185,0.784624,0.791199,0.816541,0.838373,0.869273,0.888657,0.929919,0.937512,0.937778,0.952467,0.960187,0.967841,0.986279,0.981212,1.0,0.982178,0.969636,0.953987,0.941007,0.951141,0.939093,0.947651,0.918867,0.893504,0.86107,0.839649,0.773343,0.776035,0.74026,0.720074,0.71904,0.700879,0.710417,0.681041,0.673998,0.664846,0.629543,学习,500,0.4109,0.2917,0.2373,0.0613,0.2429,0.0383,0.004
195,2026-04-29,8,杭州,晴,0.0254,0.6125,18.47,0.0056,40.487,74864.16,0.648768,0.671042,0.703367,0.705955,0.712619,0.736583,0.748391,0.799095,0.820419,0.82591,0.864026,0.866808,0.908247,0.91831,0.956006,0.965685,0.960831,0.963502,0.9813,0.97615,1.0,0.981335,0.995306,0.991798,0.996044,0.992259,0.989177,0.959707,0.916141,0.903355,0.84728,0.815774,0.775879,0.7988,0.785733,0.774702,0.756036,0.7391,0.721941,0.710734,0.693369,休息,180,0.1184,0.0778,0.097,0.004,0.1812,0.0266,0.004
196,2026-05-09,16,杭州,晴,0.2105,0.5832,27.51,0.0064,42.19,63080.58,0.632612,0.654592,0.702416,0.742822,0.73282,0.753332,0.797637,0.810069,0.825759,0.849117,0.874903,0.886495,0.904827,0.937754,0.95394,0.940309,0.961175,0.97359,0.987932,0.990386,1.0,0.963132,0.966355,0.98219,0.970046,0.96906,0.951573,0.906071,0.904287,0.864289,0.84252,0.800206,0.76955,0.770521,0.743262,0.741766,0.747641,0.723674,0.713266,0.660563,0.65618,学习,500,0.5824,0.4148,0.3614,0.1075,0.3778,0.0421,0.004
197,2026-06-26,6,杭州,晴,0.0107,0.4866,19.34,0.0138,17.272,47748.41,0.538736,0.572538,0.566555,0.594213,0.592119,0.608115,0.618444,0.647035,0.676414,0.688151,0.709876,0.743908,0.764266,0.786923,0.816596,0.858497,0.866142,0.889279,0.896589,0.92341,0.937459,0.948973,0.958084,0.983255,0.993521,1.0,0.992376,0.981727,0.94026,0.895826,0.878128,0.851032,0.841622,0.830251,0.827814,0.803584,0.783955,0.75143,0.744838,0.715346,0.700507,阅读,400,0.6128,0.4563,0.3716,0.0596,0.4014,0.1755,0.004
198,2026-04-02,6,杭州,晴,0.1536,0.4025,19.01,0.0032,3.699,21617.99,0.517684,0.543696,0.542686,0.550415,0.556715,0.557634,0.568467,0.596506,0.614689,0.652865,0.670312,0.690974,0.715166,0.753552,0.785209,0.795765,0.823,0.87159,0.870499,0.90504,0.927134,0.94048,0.950301,0.970068,1.0,0.96038,0.974738,0.974031,0.938699,0.922277,0.875909,0.850717,0.830838,0.819718,0.810835,0.806089,0.778948,0.776967,0.747642,0.725766,0.677777,办公,450,0.8503,0.6373,0.5177,0.0685,0.5862,0.2841,0.004
199,2026-06-21,12,杭州,多云,0.5209,0.6307,28.75,0.063,72.0,40511.09,0.655961,0.703482,0.767989,0.827956,0.858469,0.853779,0.869389,0.92378,0.918033,0.954512,0.982244,0.980149,0.987646,0.981584,1.0,0.957809,0.961608,0.940259,0.942458,0.911901,0.914607,0.871823,0.88566,0.869128,0.853544,0.848545,0.828446,0.808106,0.775067,0.73978,0.716043,0.677631,0.694917,0.662654,0.670274,0.675353,0.670831,0.631158,0.613474,0.581691,0.537866,休息,180,0.004,0.004,0.1055,0.004,0.3109,0.0549,0.004
200,2026-05-01,16,杭州,多云,0.5113,0.6073,26.53,0.0596,40.851,37532.26,0.622552,0.732173,0.752918,0.820927,0.819795,0.853361,0.877925,0.890598,0.96954,0.944334,0.956487,0.983603,1.0,0.994585,0.966231,0.983387,0.953477,0.982599,0.940204,0.936904,0.932021,0.92598,0.910822,0.930198,0.914981,0.90419,0.86512,0.881558,0.823414,0.825689,0.80001,0.757815,0.750356,0.690602,0.722062,0.732283,0.722025,0.685503,0.655662,0.585192,0.580467,办公,450,0.6313,0.4853,0.3932,0.0123,0.4653,0.2956,0.004
201,2026-04-20,15,杭州,晴,0.0081,0.3833,28.33,0.0031,50.76,81800.41,0.681051,0.690473,0.714668,0.748566,0.75583,0.773048,0.792314,0.849926,0.862892,0.885493,0.904,0.92903,0.941939,0.956574,0.973926,0.963582,0.974797,0.997716,0.998125,1.0,0.986105,0.98586,0.970875,0.987054,0.97573,0.984719,0.949458,0.947858,0.901318,0.875023,0.850374,0.816147,0.78287,0.783608,0.76853,0.755684,0.757659,0.74535,0.72441,0.706212,0.681087,学习,500,0.4359,0.2986,0.2551,0.0886,0.2325,0.004,0.004
202,2026-04-30,14,杭州,晴,0.1847,0.3388,27.71,0.0003,61.34,94124.17,0.663758,0.712145,0.730747,0.765529,0.77578,0.801977,0.817117,0.854149,0.880079,0.891311,0.916313,0.934598,0.95332,0.970864,0.973767,0.982626,0.974225,1.0,0.984646,0.990159,0.983658,0.959512,0.949106,0.960607,0.96213,0.94632,0.927838,0.916667,0.886343,0.842635,0.79448,0.788993,0.760925,0.762826,0.754902,0.723657,0.729906,0.718873,0.697344,0.66952,0.625973,休息,180,0.055,0.0397,0.087,0.004,0.2262,0.0287,0.004
203,2026-06-10,16,杭州,雨,0.9575,0.8764,25.71,0.385,45.383,8131.44,0.502471,0.624837,0.723128,0.854714,0.916577,0.949248,0.946827,0.955471,0.977535,0.997384,0.970607,0.98068,1.0,0.950411,0.938042,0.929851,0.912182,0.875467,0.860908,0.843955,0.840469,0.790058,0.774479,0.782889,0.739308,0.713549,0.719351,0.711341,0.678806,0.64958,0.609277,0.612594,0.6195,0.576743,0.587593,0.584078,0.578793,0.59138,0.530598,0.465122,0.377737,阅读,400,0.8077,0.6426,0.5294,0.004,0.7042,0.4462,0.004
204,2026-06-12,17,杭州,晴,0.0748,0.3995,23.31,0.0068,32.103,68768.37,0.621146,0.645502,0.656731,0.687748,0.681173,0.692867,0.701392,0.753413,0.772037,0.801246,0.819633,0.839635,0.858184,0.886831,0.897793,0.905327,0.942485,0.944042,0.948439,0.954006,0.965371,0.963398,0.952002,0.979208,1.0,0.982229,0.974179,0.966621,0.936438,0.903689,0.831852,0.846927,0.820231,0.829114,0.790146,0.768987,0.770365,0.750286,0.736551,0.718114,0.684771,办公,450,0.5316,0.364,0.3171,0.1236,0.2952,0.004,0.004
205,2026-06-11,14,杭州,阴,0.7553,0.7266,30.71,0.1263,64.924,19955.9,0.555983,0.673513,0.755136,0.85184,0.866687,0.897257,0.909074,0.931254,0.984724,0.967471,0.986711,1.0,0.995261,0.986034,0.968986,0.96183,0.955298,0.924602,0.873751,0.869827,0.865253,0.829294,0.846178,0.812501,0.803521,0.804274,0.769727,0.753997,0.739893,0.682224,0.674363,0.670454,0.647654,0.659731,0.614419,0.609597,0.63935,0.636321,0.568793,0.522751,0.472425,办公,450,0.7621,0.5964,0.4707,0.004,0.5828,0.3921,0.004
206,2026-04-11,18,杭州,雨,0.8495,0.886,23.39,0.3993,6.333,3331.7,0.525952,0.624197,0.756335,0.839106,0.867611,0.872604,0.908452,0.947321,0.961329,0.976246,0.980124,1.0,0.953374,0.93084,0.925821,0.915241,0.893634,0.888774,0.883773,0.86621,0.831256,0.836651,0.787132,0.757131,0.78334,0.72956,0.728822,0.727351,0.696489,0.672323,0.637122,0.636311,0.638537,0.617549,0.601974,0.5944,0.599398,0.61475,0.549819,0.46779,0.380411,学习,500,0.9291,0.7177,0.5632,0.0332,0.6651,0.4084,0.004
207,2026-04-19,13,杭州,多云,0.4667,0.7368,28.11,0.0484,65.455,48172.04,0.654007,0.711777,0.77674,0.808714,0.832785,0.834491,0.912382,0.939986,0.949805,0.962264,0.952092,0.973676,1.0,0.979815,0.968735,0.949416,0.979248,0.951386,0.917026,0.909176,0.886305,0.884865,0.879542,0.864795,0.872255,0.851846,0.846532,0.807493,0.82097,0.747572,0.714187,0.689725,0.685311,0.659949,0.67907,0.647507,0.665633,0.640256,0.615212,0.589961,0.572708,办公,450,0.5304,0.4183,0.3353,0.004,0.4101,0.2733,0.004
208,2026-05-12,9,杭州,多云,0.4705,0.695,20.85,0.0377,54.14,45130.63,0.655719,0.703154,0.773225,0.82488,0.860814,0.848963,0.880076,0.919666,0.959272,0.982396,0.995204,0.991723,0.987994,1.0,0.975103,0.963185,0.98543,0.958864,0.957779,0.943725,0.927943,0.922567,0.913164,0.900283,0.885713,0.881184,0.856005,0.839008,0.846417,0.785752,0.759232,0.721649,0.728516,0.717821,0.712802,0.700242,0.703156,0.69793,0.64709,0.603134,0.576019,休息,180,0.004,0.004,0.1027,0.004,0.2794,0.0431,0.004
209,2026-06-26,7,杭州,多云,0.4788,0.5193,16.69,0.0161,32.192,31676.84,0.633233,0.698447,0.760807,0.810128,0.82827,0.845298,0.866894,0.892765,0.941003,0.918125,0.95578,0.962509,0.981437,0.963003,0.978871,0.985645,1.0,0.986866,0.959826,0.957107,0.961679,0.925224,0.935413,0.935006,0.926876,0.958003,0.904209,0.895317,0.854009,0.840742,0.815873,0.77431,0.767293,0.749336,0.740759,0.761805,0.732445,0.698102,0.708015,0.631362,0.594497,阅读,400,0.6003,0.4805,0.391,0.004,0.5151,0.3317,0.004
210,2026-06-03,17,杭州,阴,0.6994,0.6916,26.56,0.1404,31.592,16148.19,0.588063,0.683659,0.745585,0.863302,0.880216,0.926498,0.924894,0.937863,0.970929,0.981191,1.0,0.997312,0.978292,0.968832,0.988422,0.994802,0.965023,0.96093,0.946811,0.917665,0.884034,0.88253,0.885445,0.867545,0.861578,0.832881,0.8206,0.801477,0.778232,0.768935,0.695177,0.708395,0.693966,0.668817,0.692872,0.669632,0.670274,0.695532,0.627279,0.563728,0.502711,办公,450,0.7932,0.6246,0.4845,0.004,0.5969,0.404,0.004
211,2026-04-17,10,杭州,晴,0.0376,0.4896,23.86,0.0155,59.427,82747.84,0.692232,0.718569,0.754392,0.774046,0.773486,0.798626,0.816696,0.852278,0.880146,0.916909,0.921574,0.952932,0.971512,0.961591,0.953271,1.0,0.994761,0.993767,0.994455,0.987549,0.991552,0.972713,0.981988,0.976773,0.967634,0.957812,0.950186,0.929025,0.899594,0.850995,0.818265,0.793561,0.768035,0.752605,0.748311,0.743239,0.738289,0.729098,0.686273,0.674838,0.658693,阅读,400,0.1911,0.1309,0.1236,0.004,0.1492,0.0469,0.004
212,2026-06-02,18,杭州,晴,0.2042,0.2907,22.36,0.0154,16.534,43690.92,0.585002,0.5867,0.609197,0.646358,0.638298,0.653633,0.673103,0.697599,0.720579,0.755459,0.78064,0.802175,0.801639,0.851452,0.858064,0.877515,0.905941,0.93584,0.947133,0.946714,0.962178,0.961226,0.965927,0.978785,1.0,0.995877,0.974617,0.981405,0.941987,0.930656,0.865213,0.851126,0.830003,0.818666,0.815328,0.826234,0.792401,0.763567,0.725016,0.698621,0.683868,学习,500,0.7555,0.5433,0.4632,0.1351,0.4789,0.1033,0.004
213,2026-04-24,17,杭州,阴,0.8401,0.8423,28.23,0.1425,25.375,12669.23,0.549932,0.656757,0.746486,0.850029,0.852048,0.915452,0.917007,0.939841,0.984502,0.974682,0.988134,0.973487,0.962231,0.967707,1.0,0.966961,0.948722,0.915029,0.924304,0.871889,0.849583,0.847821,0.871912,0.861351,0.817235,0.801172,0.770488,0.774353,0.750904,0.733492,0.710168,0.673981,0.671364,0.645407,0.658782,0.640305,0.650858,0.645733,0.585552,0.539257,0.447191,办公,450,0.8242,0.6469,0.504,0.004,0.6201,0.4191,0.004
214,2026-04-30,9,杭州,晴,0.1595,0.4311,22.43,0.0163,52.44,82245.32,0.674855,0.700346,0.737046,0.765606,0.779338,0.77934,0.791782,0.825269,0.867964,0.869259,0.929682,0.934481,0.937839,0.947744,0.982811,0.972681,0.982922,0.991091,1.0,0.998586,0.99449,0.986379,0.97603,0.989665,0.971919,0.952284,0.948548,0.924503,0.896002,0.856447,0.825336,0.808194,0.802832,0.759239,0.756028,0.750303,0.75219,0.72683,0.699197,0.691681,0.672154,办公,450,0.3556,0.2357,0.2074,0.0541,0.2064,0.004,0.004
215,2026-04-11,17,杭州,阴,0.7519,0.6227,27.97,0.1205,22.208,12812.16,0.604403,0.698035,0.774031,0.847019,0.890205,0.903086,0.959159,0.952325,0.978495,0.986944,0.989848,0.990848,0.997954,0.997338,1.0,0.979146,0.956867,0.944929,0.914232,0.93857,0.88896,0.895388,0.874673,0.866836,0.852124,0.831053,0.813012,0.831759,0.785052,0.773871,0.753268,0.708273,0.707611,0.695138,0.673586,0.683441,0.689663,0.66823,0.612021,0.55465,0.527068,办公,450,0.8217,0.6445,0.5028,0.004,0.6158,0.4166,0.004
216,2026-06-11,11,杭州,晴,0.0688,0.3702,27.47,0.0136,70.114,93274.38,0.702785,0.739247,0.765419,0.775037,0.794681,0.808961,0.825659,0.853745,0.878045,0.918196,0.936957,0.937776,0.971439,0.9744,0.995003,0.993312,0.984778,1.0,0.997343,0.974946,0.952461,0.956302,0.9428,0.96266,0.945189,0.954968,0.902374,0.900095,0.881963,0.824831,0.796465,0.767146,0.749013,0.749837,0.728582,0.729507,0.722061,0.700426,0.67369,0.673345,0.651536,休息,180,0.0438,0.029,0.0748,0.004,0.2245,0.0426,0.004
217,2026-05-07,17,杭州,晴,0.0549,0.4821,26.35,0.0012,28.043,65003.44,0.600516,0.618388,0.655921,0.655819,0.667618,0.660936,0.693944,0.739594,0.75035,0.787453,0.778894,0.817251,0.843015,0.883546,0.878246,0.917372,0.941231,0.941522,0.956611,0.966586,0.952371,0.965872,0.992321,0.997557,0.998643,1.0,0.994307,0.977201,0.936452,0.920634,0.881966,0.84713,0.815816,0.805179,0.803456,0.795205,0.762368,0.766557,0.752062,0.723413,0.689729,学习,500,0.6282,0.4382,0.3717,0.1488,0.3464,0.004,0.004
218,2026-06-10,16,杭州,多云,0.4339,0.5888,24.1,0.0485,45.383,40377.03,0.640629,0.70635,0.777715,0.833539,0.854042,0.859657,0.880157,0.90865,0.914772,0.969053,0.960779,0.979097,0.98659,0.966258,0.97113,1.0,0.981175,0.964001,0.959057,0.959494,0.942151,0.900906,0.932254,0.920816,0.902088,0.879611,0.891659,0.863846,0.814066,0.798917,0.810437,0.749756,0.726703,0.716332,0.745027,0.727545,0.726274,0.702825,0.675082,0.60926,0.580982,学习,500,0.6579,0.5066,0.4034,0.0385,0.4629,0.2567,0.004
219,2026-06-27,7,杭州,晴,0.0687,0.417,12.13,0.0095,32.166,69733.0,0.614959,0.641558,0.673912,0.694757,0.692124,0.716021,0.726987,0.756564,0.78348,0.791364,0.833623,0.821763,0.860515,0.887298,0.900111,0.923102,0.963143,0.970997,0.963307,0.968146,0.95936,0.98006,0.979052,0.973264,0.999124,1.0,0.994084,0.964796,0.933712,0.920925,0.865803,0.84434,0.815781,0.818899,0.790215,0.787864,0.765156,0.753519,0.748789,0.708564,0.699114,学习,500,0.5745,0.4119,0.3329,0.1396,0.3075,0.004,0.004
220,2026-04-04,10,杭州,雨,0.86,0.9016,28.6,0.8,57.266,9553.99,0.52048,0.628771,0.767059,0.880589,0.884081,0.886333,0.930634,0.96914,0.976809,0.989986,0.982939,1.0,0.981106,0.970974,0.948594,0.934642,0.9124,0.869898,0.863349,0.844561,0.826508,0.796177,0.760466,0.748544,0.740416,0.734589,0.713274,0.679386,0.656963,0.620696,0.585531,0.609844,0.631941,0.617765,0.576005,0.590223,0.567149,0.568233,0.508283,0.458488,0.39418,休息,180,0.5638,0.4599,0.4472,0.004,0.7247,0.3733,0.004
221,2026-04-17,16,杭州,晴,0.1934,0.6093,23.18,0.0148,38.079,67131.81,0.638134,0.653184,0.699506,0.707707,0.745736,0.734413,0.773801,0.810807,0.817461,0.850628,0.875549,0.89013,0.911448,0.911904,0.949004,0.954157,0.976954,0.993528,0.995959,0.991092,0.989063,0.987331,1.0,0.990712,0.99513,0.997397,0.968359,0.937212,0.925648,0.88094,0.832737,0.820938,0.8128,0.770982,0.790483,0.742181,0.75085,0.759309,0.713862,0.695697,0.68023,阅读,400,0.3668,0.274,0.218,0.0103,0.2549,0.1119,0.004
222,2026-06-04,9,杭州,晴,0.0803,0.5765,19.75,0.0084,56.248,79504.71,0.686825,0.70916,0.732199,0.75347,0.762001,0.776276,0.796767,0.84072,0.868251,0.885847,0.912458,0.929653,0.937296,0.955188,0.989604,1.0,0.978201,0.984235,0.981901,0.994502,0.969806,0.968394,0.98459,0.968031,0.973466,0.962839,0.935908,0.927876,0.878395,0.861921,0.80644,0.778526,0.755626,0.748256,0.745453,0.716237,0.724263,0.707552,0.701015,0.678806,0.649364,学习,500,0.4489,0.307,0.2627,0.0819,0.2599,0.0186,0.004
223,2026-06-24,11,杭州,阴,0.6736,0.7801,21.95,0.1103,70.233,22627.84,0.598465,0.702298,0.788044,0.892672,0.882454,0.901788,0.914195,0.966304,0.978467,0.997894,0.980347,1.0,0.993636,0.984872,0.963407,0.974732,0.970332,0.91074,0.914153,0.844835,0.869576,0.817905,0.821682,0.800365,0.803532,0.803669,0.751133,0.749664,0.723147,0.724406,0.684703,0.644075,0.640609,0.66016,0.645166,0.620633,0.625754,0.622148,0.566941,0.499368,0.459684,学习,500,0.7675,0.603,0.4652,0.0158,0.5544,0.3711,0.004
224,2026-05-18,14,杭州,晴,0.0322,0.3583,30.73,0.015,63.424,89783.3,0.68256,0.718018,0.739499,0.765283,0.784532,0.78298,0.818703,0.85989,0.874434,0.91269,0.920505,0.933614,0.930764,0.957935,0.975409,0.996661,0.992331,1.0,0.975796,0.976037,0.975484,0.947219,0.96205,0.961325,0.955029,0.940447,0.918447,0.920738,0.880564,0.842508,0.800518,0.777547,0.763239,0.757625,0.753679,0.729638,0.70982,0.708615,0.672935,0.666927,0.646554,学习,500,0.3579,0.2542,0.1988,0.0738,0.1904,0.004,0.004
225,2026-04-23,7,杭州,阴,0.68,0.7805,14.39,0.0321,25.148,14956.66,0.592969,0.678653,0.738773,0.850792,0.881956,0.887609,0.932647,0.958221,0.954476,1.0,0.987361,0.991267,0.991862,0.988406,0.945475,0.971547,0.944926,0.973463,0.957308,0.92953,0.896867,0.87163,0.86624,0.894581,0.84962,0.815002,0.846091,0.832073,0.809561,0.773967,0.750479,0.713948,0.670903,0.69248,0.696193,0.681895,0.677033,0.66116,0.604519,0.586791,0.529218,学习,500,0.837,0.6502,0.5102,0.0322,0.5997,0.3677,0.004
226,2026-06-24,12,杭州,多云,0.5454,0.5292,28.09,0.016,71.988,43845.0,0.66094,0.743514,0.814278,0.846303,0.875182,0.886693,0.905483,0.947288,0.975973,0.98591,0.981916,0.992655,0.994666,0.988824,1.0,0.995466,0.994144,0.959422,0.947819,0.956207,0.915071,0.90179,0.889253,0.899099,0.891598,0.878867,0.848458,0.815617,0.82486,0.782097,0.737347,0.739278,0.701251,0.719054,0.715101,0.67892,0.690426,0.684197,0.666736,0.583319,0.569671,办公,450,0.5564,0.4443,0.3467,0.004,0.4282,0.2879,0.004
227,2026-06-30,15,杭州,多云,0.4501,0.7759,30.12,0.0767,56.569,42351.16,0.6412,0.710198,0.773387,0.832305,0.8592,0.867148,0.874354,0.914685,0.947177,0.974798,0.987595,1.0,0.983722,0.992216,0.964153,0.983147,0.958937,0.961967,0.986218,0.936869,0.90524,0.906434,0.886956,0.876283,0.906052,0.881972,0.856422,0.825283,0.798706,0.789895,0.744879,0.68043,0.73195,0.697364,0.6942,0.697637,0.683532,0.679477,0.628444,0.58137,0.561576,办公,450,0.5817,0.4536,0.3599,0.004,0.4393,0.2923,0.004
228,2026-04-14,6,杭州,多云,0.6088,0.4677,15.07,0.0335,7.172,13255.11,0.595822,0.67196,0.741822,0.796504,0.823237,0.848904,0.869741,0.890459,0.900067,0.912268,0.936247,0.95646,0.969976,0.975766,0.972378,0.990335,1.0,0.994708,0.978049,0.958938,0.949165,0.945071,0.956784,0.961598,0.933473,0.939889,0.937948,0.903293,0.897097,0.857574,0.822935,0.811065,0.801882,0.777039,0.779657,0.782091,0.755046,0.730908,0.683666,0.650168,0.58842,办公,450,0.8308,0.6477,0.5013,0.0117,0.6063,0.4023,0.004
229,2026-06-23,16,杭州,多云,0.3305,0.7727,26.01,0.0629,45.588,42139.63,0.652643,0.72677,0.75792,0.806515,0.81405,0.847944,0.857623,0.898812,0.918002,0.957721,0.951766,0.970797,0.953859,0.977455,0.963907,0.972487,1.0,0.979677,0.957892,0.982313,0.920253,0.932504,0.895892,0.907848,0.890331,0.898712,0.880639,0.854788,0.843255,0.792634,0.771897,0.753206,0.711978,0.71269,0.716663,0.717359,0.719129,0.692188,0.65486,0.611906,0.58853,学习,500,0.6497,0.5015,0.3911,0.0381,0.4529,0.2525,0.004
230,2026-05-09,16,杭州,晴,0.1518,0.4647,28.01,0.0167,42.19,62020.42,0.642928,0.668465,0.719568,0.723156,0.729692,0.747262,0.768265,0.803321,0.836571,0.853448,0.872872,0.885582,0.902154,0.931814,0.950685,0.948085,0.983189,0.99265,0.998648,0.989078,0.986238,0.998717,0.976886,0.975488,0.9725,1.0,0.986284,0.93732,0.90954,0.877406,0.856628,0.802625,0.778912,0.811938,0.785148,0.775433,0.754362,0.745196,0.70233,0.686562,0.673722,休息,180,0.1008,0.0783,0.0836,0.004,0.1885,0.0299,0.004
231,2026-04-26,12,杭州,晴,0.1141,0.4568,22.37,0.0094,68.287,88708.57,0.690365,0.715723,0.761049,0.780998,0.789489,0.78742,0.843927,0.860504,0.901726,0.914199,0.935177,0.964979,0.972199,0.989585,0.991624,1.0,0.984039,0.999559,0.996109,0.999352,0.968667,0.965821,0.96228,0.971439,0.955559,0.95458,0.912801,0.889759,0.852317,0.845661,0.808561,0.782871,0.751379,0.744137,0.741245,0.74639,0.735877,0.712827,0.68846,0.678513,0.643557,阅读,400,0.1648,0.102,0.1153,0.004,0.1639,0.0263,0.004
232,2026-05-06,7,杭州,阴,0.7941,0.6135,19.29,0.1266,27.858,14429.71,0.556432,0.69628,0.736007,0.82881,0.858407,0.907002,0.916883,0.935616,0.947838,0.953147,0.996432,0.994016,1.0,0.981396,0.930621,0.940437,0.952219,0.925313,0.905127,0.878216,0.888457,0.865601,0.854586,0.829444,0.831607,0.79822,0.799789,0.746093,0.736523,0.729239,0.743955,0.665922,0.661604,0.675455,0.693271,0.667177,0.669714,0.649359,0.589296,0.539283,0.469645,办公,450,0.8116,0.634,0.4997,0.004,0.6134,0.409,0.004
233,2026-06-10,7,杭州,阴,0.6819,0.6587,15.48,0.1788,32.02,17304.97,0.582558,0.67577,0.745769,0.841021,0.843387,0.883987,0.912934,0.938034,0.94181,0.963344,0.983412,0.976306,0.974303,1.0,0.954813,0.973512,0.931952,0.942627,0.926926,0.892099,0.864355,0.839019,0.84661,0.85393,0.823539,0.827984,0.791234,0.788352,0.752418,0.741313,0.711275,0.682638,0.677352,0.666696,0.657336,0.685975,0.661841,0.631306,0.596957,0.561203,0.481129,学习,500,0.8211,0.6362,0.5004,0.031,0.5907,0.3627,0.004
234,2026-05-02,10,杭州,阴,0.7555,0.7382,21.64,0.1013,61.606,20791.07,0.581806,0.697992,0.769629,0.866788,0.868162,0.900887,0.923175,0.964166,0.982158,1.0,0.993141,0.987575,0.99884,0.97461,0.99336,0.96408,0.945826,0.938822,0.911159,0.867556,0.854454,0.865562,0.838475,0.803265,0.820238,0.794187,0.772809,0.748155,0.753399,0.686567,0.677695,0.671489,0.678884,0.657658,0.63425,0.66367,0.620254,0.638235,0.587337,0.51354,0.479438,阅读,400,0.6845,0.5479,0.4601,0.004,0.6245,0.3884,0.004
235,2026-05-08,16,杭州,阴,0.7475,0.8144,26.82,0.0371,42.034,17922.85,0.593178,0.674019,0.775589,0.862844,0.880002,0.863171,0.906826,0.965204,0.948701,0.99156,0.9963,0.978202,0.95804,0.971908,1.0,0.948386,0.935923,0.917139,0.929309,0.889047,0.863966,0.875453,0.851513,0.821006,0.806605,0.826646,0.794127,0.751533,0.723665,0.706396,0.679611,0.648401,0.648241,0.643247,0.645234,0.671672,0.64103,0.638259,0.593589,0.528208,0.480922,学习,500,0.8112,0.6318,0.4939,0.0194,0.5855,0.3731,0.004
